"Ticker","Name","Asset.Class","Weight....","Price","Shares","Market.Value","Notional.Value","Sector","SEDOL","ISIN","Exchange","Date"
"DVA","DAVITA HEALTHCARE PARTNERS INC","Equity",0.5684,"64.63","1,283,483","$82,951,506","82,951,506.29","Health Care","2898087","US23918K1088","New York Stock Exchange Inc.","31-Aug-2016"
"DVA","DAVITA INC","Equity",0.5898,"66.07","1,296,947","$85,689,288","85,689,288.29","Health Care","2898087","US23918K1088","New York Stock Exchange Inc.","30-Sep-2016"
"DVA","DAVITA INC","Equity",0.5384,"58.62","1,216,965","$71,338,488","71,338,488.30","Health Care","2898087","US23918K1088","New York Stock Exchange Inc.","31-Oct-2016"
"EBAY","EBAY INC","Equity",0.2111,"50.06","111,322","$5,572,779","-","Information Technology","2293819","US2786421030","NASDAQ","30-Jun-2014"
"EBAY","EBAY INC","Equity",0.2247,"52.8","109,550","$5,784,240","-","Information Technology","2293819","US2786421030","NASDAQ","31-Jul-2014"
"EBAY","EBAY INC","Equity",0.2274,"55.5","112,251","$6,229,931","-","Information Technology","2293819","US2786421030","NASDAQ","29-Aug-2014"
"EBAY","EBAY INC","Equity",0.2184,"56.63","110,021","$6,230,489","-","Information Technology","2293819","US2786421030","NASDAQ","30-Sep-2014"
"EBAY","EBAY INC","Equity",0.195,"52.5","121,763","$6,392,558","-","Information Technology","2293819","US2786421030","NASDAQ","31-Oct-2014"
"EBAY","EBAY INC","Equity",0.1972,"54.88","122,550","$6,725,544","-","Information Technology","2293819","US2786421030","NASDAQ","28-Nov-2014"
"EBAY","EBAY INC","Equity",0.202,"56.12","129,026","$7,240,939","7,240,939.12","Information Technology","2293819","US2786421030","NASDAQ","31-Dec-2014"
"EBAY","EBAY INC","Equity",0.1924,"53","153,721","$8,147,213","8,147,213.00","Information Technology","2293819","US2786421030","NASDAQ","30-Jan-2015"
"EBAY","EBAY INC","Equity",0.2037,"57.91","161,312","$9,341,578","9,341,577.92","Information Technology","2293819","US2786421030","NASDAQ","27-Feb-2015"
"EBAY","EBAY INC","Equity",0.2069,"57.68","167,291","$9,649,345","9,649,344.88","Information Technology","2293819","US2786421030","NASDAQ","31-Mar-2015"
"EBAY","EBAY INC","Equity",0.2102,"58.26","176,467","$10,280,967","10,280,967.42","Information Technology","2293819","US2786421030","NASDAQ","30-Apr-2015"
"EBAY","EBAY INC","Equity",0.7282,"61.36","591,081","$36,268,730","36,268,730.16","Information Technology","2293819","US2786421030","NASDAQ","29-May-2015"
"EBAY","EBAY INC","Equity",0.7339,"60.24","587,926","$35,416,662","35,416,662.24","Information Technology","2293819","US2786421030","NASDAQ","30-Jun-2015"
"EBAY","EBAY INC","Equity",0.331,"28.12","623,183","$17,523,906","17,523,905.96","Information Technology","2293819","US2786421030","NASDAQ","31-Jul-2015"
"EBAY","EBAY INC","Equity",0.3387,"27.11","733,550","$19,886,541","19,886,540.50","Information Technology","2293819","US2786421030","NASDAQ","31-Aug-2015"
"EBAY","EBAY INC","Equity",0.3095,"24.44","766,729","$18,738,857","18,738,856.76","Information Technology","2293819","US2786421030","NASDAQ","30-Sep-2015"
"EBAY","EBAY INC","Equity",0.3334,"27.9","782,761","$21,839,032","21,839,031.90","Information Technology","2293819","US2786421030","NASDAQ","30-Oct-2015"
"EBAY","EBAY INC","Equity",0.357,"29.59","822,577","$24,340,053","24,340,053.43","Information Technology","2293819","US2786421030","NASDAQ","30-Nov-2015"
"EBAY","EBAY INC","Equity",0.3313,"27.48","865,665","$23,788,474","23,788,474.20","Information Technology","2293819","US2786421030","NASDAQ","31-Dec-2015"
"EBAY","EBAY INC","Equity",0.2893,"23.46","959,380","$22,507,055","22,507,054.80","Information Technology","2293819","US2786421030","NASDAQ","29-Jan-2016"
"EBAY","EBAY INC","Equity",0.2878,"23.8","1,179,276","$28,066,769","28,066,768.80","Information Technology","2293819","US2786421030","NASDAQ","29-Feb-2016"
"EBAY","EBAY INC","Equity",0.2752,"23.86","1,302,219","$31,070,945","31,070,945.34","Information Technology","2293819","US2786421030","NASDAQ","31-Mar-2016"
"EBAY","EBAY INC","Equity",0.284,"24.43","1,442,535","$35,241,130","35,241,130.05","Information Technology","2293819","US2786421030","NASDAQ","29-Apr-2016"
"EBAY","EBAY INC","Equity",0.2799,"24.46","1,516,340","$37,089,676","37,089,676.40","Information Technology","2293819","US2786421030","NASDAQ","31-May-2016"
"EBAY","EBAY INC","Equity",0.2571,"23.41","1,619,399","$37,910,131","37,910,130.59","Information Technology","2293819","US2786421030","NASDAQ","30-Jun-2016"
"EBAY","EBAY INC","Equity",0.3383,"31.16","1,663,733","$51,841,920","51,841,920.28","Information Technology","2293819","US2786421030","NASDAQ","29-Jul-2016"
"EBAY","EBAY INC","Equity",0.3477,"32.16","1,577,863","$50,744,074","50,744,074.08","Information Technology","2293819","US2786421030","NASDAQ","31-Aug-2016"
"EBAY","EBAY INC","Equity",0.3607,"32.9","1,592,995","$52,409,536","52,409,535.50","Information Technology","2293819","US2786421030","NASDAQ","30-Sep-2016"
"EBAY","EBAY INC","Equity",0.3216,"28.51","1,494,889","$42,619,285","42,619,285.39","Information Technology","2293819","US2786421030","NASDAQ","31-Oct-2016"
"EBAY","EBAY INC","Equity",0.3085,"27.81","1,394,140","$38,771,033","38,771,033.40","Information Technology","2293819","US2786421030","NASDAQ","30-Nov-2016"
"EBAY","EBAY INC","Equity",0.3216,"29.69","1,330,467","$39,501,565","39,501,565.23","Information Technology","2293819","US2786421030","NASDAQ","30-Dec-2016"
"EBAY","EBAY INC","Equity",0.3224,"30.01","1,323,608","$39,721,476","39,721,476.08","Information Technology","2293819","US2786421030","NASDAQ","05-Jan-2017"
"ECL","ECOLAB INC","Equity",1.3319,"53.84","637","$34,296","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Oct-2011"
"ECL","ECOLAB INC","Equity",1.3946,"57.02","637","$36,322","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Nov-2011"
"ECL","ECOLAB INC","Equity",1.744,"57.81","2,412","$139,438","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Dec-2011"
"ECL","ECOLAB INC","Equity",1.7995,"60.44","3,220","$194,617","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Jan-2012"
"ECL","ECOLAB INC","Equity",1.7506,"60","4,030","$241,800","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","29-Feb-2012"
"ECL","ECOLAB INC","Equity",1.7835,"61.72","5,709","$352,359","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Mar-2012"
"ECL","ECOLAB INC","Equity",1.8218,"63.69","8,187","$521,430","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Apr-2012"
"ECL","ECOLAB INC","Equity",1.8281,"63.21","20,182","$1,275,704","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-May-2012"
"ECL","ECOLAB INC","Equity",1.5342,"68.53","45,350","$3,107,836","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","29-Jun-2012"
"ECL","ECOLAB INC","Equity",1.4339,"65.45","74,930","$4,904,169","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Jul-2012"
"ECL","ECOLAB INC","Equity",1.3982,"64.03","77,806","$4,981,918","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Aug-2012"
"ECL","ECOLAB INC","Equity",1.3879,"64.81","78,264","$5,072,290","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","28-Sep-2012"
"ECL","ECOLAB INC","Equity",1.5006,"69.6","112,895","$7,857,492","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Oct-2012"
"ECL","ECOLAB INC","Equity",1.5534,"72.08","141,625","$10,208,330","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Nov-2012"
"ECL","ECOLAB INC","Equity",1.2014,"71.9","125,583","$9,029,418","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Dec-2012"
"ECL","ECOLAB INC","Equity",1.1517,"72.4","198,852","$14,396,885","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Jan-2013"
"ECL","ECOLAB INC","Equity",1.1858,"76.55","265,782","$20,345,612","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","28-Feb-2013"
"ECL","ECOLAB INC","Equity",1.1888,"80.18","383,460","$30,745,823","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","28-Mar-2013"
"ECL","ECOLAB INC","Equity",1.2241,"84.62","533,816","$45,171,510","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Apr-2013"
"ECL","ECOLAB INC","Equity",1.2544,"84.47","576,635","$48,708,358","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-May-2013"
"ECL","ECOLAB INC","Equity",1.2723,"85.19","533,619","$45,459,003","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","28-Jun-2013"
"ECL","ECOLAB INC","Equity",1.33,"92.14","335,657","$30,927,436","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Jul-2013"
"ECL","ECOLAB INC","Equity",1.3626,"91.35","325,917","$29,772,518","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Aug-2013"
"ECL","ECOLAB INC","Equity",1.4499,"98.76","297,998","$29,430,282","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Sep-2013"
"ECL","ECOLAB INC","Equity",1.4886,"106.00","297,974","$31,585,244","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Oct-2013"
"ECL","ECOLAB INC","Equity",1.483,"107.17","331,198","$35,494,490","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","29-Nov-2013"
"ECL","ECOLAB INC","Equity",1.4242,"104.27","330,029","$34,412,124","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Dec-2013"
"ECL","ECOLAB INC","Equity",1.418,"100.54","333,487","$33,528,783","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Jan-2014"
"ECL","ECOLAB INC","Equity",1.4572,"107.75","326,871","$35,220,350","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","28-Feb-2014"
"ECL","ECOLAB INC","Equity",1.4576,"107.99","329,193","$35,549,552","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Mar-2014"
"ECL","ECOLAB INC","Equity",1.3953,"104.64","338,461","$35,416,559","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Apr-2014"
"ECL","ECOLAB INC","Equity",1.4418,"109.19","370,708","$40,477,607","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-May-2014"
"ECL","ECOLAB INC","Equity",1.4562,"111.34","345,241","$38,439,133","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Jun-2014"
"ECL","ECOLAB INC","Equity",1.4414,"108.53","341,832","$37,099,027","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Jul-2014"
"ECL","ECOLAB INC","Equity",1.4681,"114.82","350,218","$40,212,031","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","29-Aug-2014"
"ECL","ECOLAB INC","Equity",1.4869,"114.83","369,393","$42,417,398","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Sep-2014"
"ECL","ECOLAB INC","Equity",1.387,"111.23","408,683","$45,457,810","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Oct-2014"
"ECL","ECOLAB INC","Equity",1.3148,"108.95","411,511","$44,834,123","-","Materials","2304227","US2788651006","New York Stock Exchange Inc.","28-Nov-2014"
"ECL","ECOLAB INC","Equity",1.263,"104.52","433,233","$45,281,513","45,281,513.16","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Dec-2014"
"ECL","ECOLAB INC","Equity",1.2636,"103.77","515,750","$53,519,378","53,519,377.50","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Jan-2015"
"ECL","ECOLAB INC","Equity",1.3655,"115.54","542,027","$62,625,800","62,625,799.58","Materials","2304227","US2788651006","New York Stock Exchange Inc.","27-Feb-2015"
"ECL","ECOLAB INC","Equity",1.375,"114.38","560,751","$64,138,699","64,138,699.38","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Mar-2015"
"ECL","ECOLAB INC","Equity",1.3541,"111.98","591,503","$66,236,506","66,236,505.94","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Apr-2015"
"ECL","ECOLAB INC","Equity",0.7162,"114.65","311,131","$35,671,169","35,671,169.15","Materials","2304227","US2788651006","New York Stock Exchange Inc.","29-May-2015"
"ECL","ECOLAB INC","Equity",0.7249,"113.07","309,384","$34,982,049","34,982,048.88","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Jun-2015"
"ECL","ECOLAB INC","Equity",0.7172,"115.81","327,862","$37,969,698","37,969,698.22","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Jul-2015"
"ECL","ECOLAB INC","Equity",0.7113,"109.14","382,658","$41,763,294","41,763,294.12","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Aug-2015"
"ECL","ECOLAB INC","Equity",0.7228,"109.72","398,819","$43,758,421","43,758,420.68","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Sep-2015"
"ECL","ECOLAB INC","Equity",0.7499,"120.35","408,168","$49,123,019","49,123,018.80","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Oct-2015"
"ECL","ECOLAB INC","Equity",0.3422,"119.16","195,805","$23,332,124","23,332,123.80","Materials","2304227","US2788651006","New York Stock Exchange Inc.","30-Nov-2015"
"ECL","ECOLAB INC","Equity",0.3276,"114.38","205,620","$23,518,816","23,518,815.60","Materials","2304227","US2788651006","New York Stock Exchange Inc.","31-Dec-2015"
